yearmonth,IUCR,Primary Type,Description,FBI Code,count
2002-08,0650,BURGLARY,HOME INVASION,05,24
2002-09,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,08B,27
2002-08,031A,ROBBERY,ARMED - HANDGUN,03,5
2002-06,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,14,3
2002-08,0475,BATTERY,OF UNBORN CHILD,08B,1
2002-10,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,06,146
2003-01,1790,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,20,24
2003-02,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,26,175
2002-02,033B,ROBBERY,ATTEMPT: ARMED-OTHER FIREARM,03,1
2002-04,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,10,46
2002-05,1365,CRIMINAL TRESPASS,TO RESIDENCE,26,3
2002-08,501A,OTHER OFFENSE,ANIMAL ABUSE/NEGLECT,26,19
2002-07,1025,ARSON,AGGRAVATED,09,14
2002-08,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,26,35
2002-06,3100,PUBLIC PEACE VIOLATION,MOB ACTION,24,6
2002-07,0925,MOTOR VEHICLE THEFT,"ATT: TRUCK, BUS, MOTOR HOME",07,6
2002-09,1435,WEAPONS VIOLATION,UNLAWFUL SALE/DELIVERY OF FIREARM AT SCHOOL,15,2
2003-01,0610,BURGLARY,FORCIBLE ENTRY,05,1494
2002-11,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,26,185
2002-11,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,02,5
2002-11,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,17,33
2002-11,0450,BATTERY,AGGRAVATED PO: HANDGUN,04B,2
2002-10,143C,WEAPONS VIOLATION,UNLAWFUL POSS AMMUNITION,15,3
2003-03,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,26,307
2003-03,5008,OTHER OFFENSE,FIREARM REGISTRATION VIOLATION,26,1
2003-03,0275,CRIM SEXUAL ASSAULT,ATTEMPT AGG: OTHER,02,3
2003-03,2220,LIQUOR LAW VIOLATION,ILLEGAL POSSESSION BY MINOR,22,21
2003-02,0330,ROBBERY,AGGRAVATED,03,41
2003-03,2851,PUBLIC PEACE VIOLATION,ARSON THREAT,26,36
2003-02,0917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",07,5
2003-03,0551,ASSAULT,AGGRAVATED PO: OTHER FIREARM,04A,3
2002-02,4652,OTHER OFFENSE,SEX OFFENDER: PROHIBITED ZONE,26,1
2001-12,0493,RITUALISM,AGG RITUAL MUT:OTH DANG WEAPON,04B,1
2002-04,2111,NARCOTICS,SALE/DEL HYPODERMIC NEEDLE,26,43
2002-03,1570,SEX OFFENSE,PUBLIC INDECENCY,17,57
2002-03,3800,INTERFERENCE WITH PUBLIC OFFICER,INTERFERENCE JUDICIAL PROCESS,26,12
2002-05,0482,BATTERY,AGG PRO.EMP:KNIFE/CUTTING INST,04B,2
2002-09,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,08B,57
2002-08,1460,WEAPONS VIOLATION,POSS FIREARM/AMMO:NO FOID CARD,15,9
2002-09,2021,NARCOTICS,POSS: BARBITUATES,18,2
2002-10,1245,DECEPTIVE PRACTICE,PAY TV SERVICE OFFENSES,11,2
2002-10,1235,DECEPTIVE PRACTICE,UNLAWFUL USE OF RECORDED SOUND,11,3
2002-09,1611,GAMBLING,BOOKMAKING/SPORTS,19,1
2003-04,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,11,64
2003-04,1365,CRIMINAL TRESPASS,TO RESIDENCE,26,149
2003-02,1720,OFFENSE INVOLVING CHILDREN,CONTRIBUTE DELINQUENCY OF A CHILD,20,5
2002-01,2018,NARCOTICS,MANU/DELIVER:SYNTHETIC DRUGS,18,1
2001-11,031A,ROBBERY,ARMED - HANDGUN,03,1
2001-12,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,26,1
2002-03,041A,BATTERY,AGGRAVATED: HANDGUN,04B,259
2002-04,0553,ASSAULT,AGGRAVATED PO: OTHER DANG WEAP,04A,3
2002-05,1010,ARSON,BY EXPLOSIVE,09,5
2002-05,1140,DECEPTIVE PRACTICE,EMBEZZLEMENT,12,8
2002-05,1590,SEX OFFENSE,ATT AGG CRIMINAL SEXUAL ABUSE,17,1
2002-06,1590,SEX OFFENSE,ATT AGG CRIMINAL SEXUAL ABUSE,17,1
2002-05,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,20,5
2002-07,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,05,95
2002-06,1370,CRIMINAL DAMAGE,TO FIRE FIGHT.APP.EQUIP,14,13
2002-09,2090,NARCOTICS,ALTER/FORGE PRESCRIPTION,18,2
2003-01,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,26,260
2002-12,0920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,07,78
2002-11,1682,OTHER OFFENSE,ANIMAL FIGHTING,19,3
2003-02,0850,THEFT,ATTEMPT THEFT,06,51
2003-03,0895,THEFT,FROM COIN-OP MACHINE/DEVICE,06,7
2003-02,0263,CRIM SEXUAL ASSAULT,AGGRAVATED: KNIFE/CUT INSTR,02,7
2003-01,0266,CRIM SEXUAL ASSAULT,PREDATORY,02,25
2002-02,031B,ROBBERY,ARMED: OTHER FIREARM,03,3
2001-11,1010,ARSON,BY EXPLOSIVE,09,1
2002-05,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,26,208
2002-03,0850,THEFT,ATTEMPT THEFT,06,41
2002-05,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,08B,34
2002-03,2110,NARCOTICS,POS: HYPODERMIC NEEDLE,18,20
2002-04,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,03,46
2002-07,041A,BATTERY,AGGRAVATED: HANDGUN,04B,377
2002-09,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,18,44
2002-07,0337,ROBBERY,ATTEMPT: ARMED-OTHER DANG WEAP,03,23
2002-07,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,26,67
2002-08,2012,NARCOTICS,MANU/DELIVER:COCAINE,18,14
2002-06,0581,STALKING,AGGRAVATED,08A,2
2002-09,1035,ARSON,POS: CHEMICAL/DRY-ICE DEVICE,26,3
2002-11,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,18,148
2002-11,1090,ARSON,ATTEMPT ARSON,09,16
2002-11,0440,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,08B,33
2002-11,5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,26,28
2002-12,0557,ASSAULT,AGG PRO.EMP:KNIFE/CUTTING INST,04A,1
2002-11,1135,DECEPTIVE PRACTICE,INSURANCE FRAUD,11,1
2002-09,0475,BATTERY,OF UNBORN CHILD,08B,1
2003-04,0895,THEFT,FROM COIN-OP MACHINE/DEVICE,06,8
2003-03,4210,KIDNAPPING,KIDNAPPING,26,6
2003-08,0263,CRIM SEXUAL ASSAULT,AGGRAVATED: KNIFE/CUT INSTR,02,6
2003-09,4310,OTHER OFFENSE,POSSESSION OF BURGLARY TOOLS,26,5
2003-10,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,26,32
2003-10,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,24,13
2003-11,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,26,53
2003-09,502T,OTHER OFFENSE,TAMPER WITH MOTOR VEHICLE,26,4
2003-10,501H,OTHER OFFENSE,HAZARDOUS MATERIALS VIOLATION,26,1
2003-12,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,24,50
2004-01,0440,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,08B,18
2003-12,2840,PUBLIC PEACE VIOLATION,FALSE FIRE ALARM,24,10
2004-06,2017,NARCOTICS,MANU/DELIVER:CRACK,18,206
2004-04,141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,15,63
2004-06,2830,OTHER OFFENSE,OBSCENE TELEPHONE CALLS,17,22
2004-04,0580,STALKING,SIMPLE,08A,18
2003-02,1230,DECEPTIVE PRACTICE,POSS. KEYS OR DEV.TO COIN MACH,11,2
2003-08,2024,NARCOTICS,POSS: HEROIN(WHITE),18,596
2003-06,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,08A,58
2003-10,0483,BATTERY,AGG PRO.EMP: OTHER DANG WEAPON,04B,12
2003-08,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,26,1
2003-10,033B,ROBBERY,ATTEMPT: ARMED-OTHER FIREARM,03,3
2004-03,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,04A,147
2004-01,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,11,45
2004-02,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,03,34
2004-01,1507,PROSTITUTION,SOLICIT OFF PUBLIC WAY,16,4
2004-03,3730,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,24,9
2004-03,4210,KIDNAPPING,KIDNAPPING,26,4
2004-05,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,18,171
2004-03,2160,NARCOTICS,SALE/DEL DRUG PARAPHERNALIA,26,1
2004-04,4220,KIDNAPPING,AGGRAVATED,26,5
2003-02,1536,PUBLIC INDECENCY,LICENSED PREMISE,17,1
2003-06,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,11,80
2003-06,0927,MOTOR VEHICLE THEFT,"ATTEMPT: CYCLE, SCOOTER, BIKE W-VIN",07,1
2003-08,2230,LIQUOR LAW VIOLATION,ILLEGAL CONSUMPTION BY MINOR,22,69
2003-09,4230,KIDNAPPING,UNLAWFUL RESTRAINT,26,7
2003-10,2111,NARCOTICS,SALE/DEL HYPODERMIC NEEDLE,26,2
2003-08,1650,GAMBLING,VIOL CHARITABLE GAME ACT,19,2
2004-01,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,04A,92
2004-03,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,26,50
2004-01,1030,ARSON,POS: EXPLOSIVE/INCENDIARY DEV,26,1
2004-01,1235,DECEPTIVE PRACTICE,UNLAWFUL USE OF RECORDED SOUND,11,4
2004-02,2020,NARCOTICS,POSS: AMPHETAMINES,18,7
2003-12,3970,INTIMIDATION,EXTORTION,26,1
2004-05,0320,ROBBERY,STRONGARM - NO WEAPON,03,482
2004-06,4210,KIDNAPPING,KIDNAPPING,26,3
2004-05,0842,THEFT,AGG: FINANCIAL ID THEFT,06,9
2003-05,0840,THEFT,FINANCIAL ID THEFT: OVER $300,06,289
2003-06,1310,CRIMINAL DAMAGE,TO PROPERTY,14,2213
2003-05,2027,NARCOTICS,POSS: CRACK,18,976
2003-06,2017,NARCOTICS,MANU/DELIVER:CRACK,18,169
2003-06,0610,BURGLARY,FORCIBLE ENTRY,05,1507
2003-05,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,04A,207
2003-06,0481,BATTERY,AGG PRO.EMP: OTHER FIREARM,04B,1
2003-05,3760,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING SERVICE,24,2
2003-05,4255,KIDNAPPING,UNLAWFUL INTERFERE/VISITATION,26,32
2003-08,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,26,96
2003-08,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,03,96
2003-08,0865,THEFT,DELIVERY CONTAINER THEFT,06,8
2003-07,0937,MOTOR VEHICLE THEFT,"THEFT/RECOVERY: CYCLE, SCOOTER, BIKE W-VIN",07,2
2003-05,0291,CRIM SEXUAL ASSAULT,ATTEMPT NON-AGGRAVATED,02,3
2003-10,1513,PROSTITUTION,SOLICIT FOR BUSINESS,16,177
2003-10,1120,DECEPTIVE PRACTICE,FORGERY,10,122
2003-11,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,24,83
2003-11,0440,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,08B,24
2003-09,1200,DECEPTIVE PRACTICE,STOLEN PROP: BUY/RECEIVE/POS.,13,24
2003-09,4510,OTHER OFFENSE,PROBATION VIOLATION,26,1
2003-09,3730,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,24,12
2003-11,0271,CRIM SEXUAL ASSAULT,ATTEMPT AGG: HANDGUN,02,1
2004-01,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,04B,263
2004-01,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,08B,66
2004-02,1790,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,20,26
2004-02,2023,NARCOTICS,POSS: HEROIN(BRN/TAN),18,17
2004-02,1544,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,17,7
2003-11,1205,DECEPTIVE PRACTICE,"THEFT BY LESSEE,NON-VEH",11,5
2003-12,1265,CRIMINAL DAMAGE,LIBRARY VANDALISM,14,1
2004-04,2017,NARCOTICS,MANU/DELIVER:CRACK,18,247
2004-04,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,16,414
2004-07,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,26,647
2004-04,2028,NARCOTICS,POSS: SYNTHETIC DRUGS,18,10
2004-05,1170,DECEPTIVE PRACTICE,IMPERSONATION,11,6
2004-05,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,15,8
2003-07,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,11,211
2003-06,0291,CRIM SEXUAL ASSAULT,ATTEMPT NON-AGGRAVATED,02,11
2003-05,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",11,35
2003-06,3960,INTIMIDATION,INTIMIDATION,26,24
2003-08,2029,NARCOTICS,POSS: HEROIN(BLACK TAR),18,5
2003-06,1090,ARSON,ATTEMPT ARSON,09,11
2003-06,0480,BATTERY,AGG PRO.EMP: HANDGUN,04B,3
2003-09,2860,PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,24,10
2003-09,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,11,85
2003-10,0264,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER DANG WEAPON,02,2
2004-01,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,26,190
2003-12,2022,NARCOTICS,POSS: COCAINE,18,119
2004-02,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,04A,139
2004-02,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,26,217
2004-03,0334,ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,03,11
2004-02,0261,CRIM SEXUAL ASSAULT,AGGRAVATED: HANDGUN,02,7
2004-02,0337,ROBBERY,ATTEMPT: ARMED-OTHER DANG WEAP,03,9
2004-03,0266,CRIM SEXUAL ASSAULT,PREDATORY,02,10
2004-01,0264,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,02,1
2004-06,1025,ARSON,AGGRAVATED,09,13
2004-06,0440,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,08B,31
2004-06,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),18,120
2004-06,5004,SEX OFFENSE,ATT CRIM SEXUAL ABUSE,17,5
2004-04,0334,ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,03,15
2004-05,0291,CRIM SEXUAL ASSAULT,ATTEMPT NON-AGGRAVATED,02,6
2003-05,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,24,86
2003-10,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,15,7
2004-03,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,08A,155
2003-12,4860,OTHER OFFENSE,BOARD PLANE WITH WEAPON,26,3
2004-03,1195,DECEPTIVE PRACTICE,FINAN EXPLOIT-ELDERLY/DISABLED,11,13
2003-12,0450,BATTERY,AGGRAVATED PO: HANDGUN,04B,1
2004-04,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,04B,471
2004-06,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,26,33
2004-06,051A,ASSAULT,AGGRAVATED: HANDGUN,04A,306
2004-06,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,24,126
2004-04,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,17,42
2004-05,1626,GAMBLING,ILLEGAL ILL LOTTERY,19,6
2004-06,1850,NARCOTICS,CANNABIS PLANT,18,1
2003-08,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,26,47
2003-08,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,17,45
2003-07,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,04B,3
2003-11,2820,OTHER OFFENSE,TELEPHONE THREAT,26,755
2003-12,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,14,73
2004-01,5004,SEX OFFENSE,ATT CRIM SEXUAL ABUSE,17,5
2003-12,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,17,25
2004-01,2900,WEAPONS VIOLATION,UNLAWFUL USE/SALE AIR RIFLE,15,9
2003-12,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,02,8
2003-12,0895,THEFT,FROM COIN-OP MACHINE/DEVICE,06,5
2004-03,1790,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,20,19
2004-05,0498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,04B,21
2004-04,0865,THEFT,DELIVERY CONTAINER THEFT,06,8
2003-05,0558,ASSAULT,AGG PRO.EMP: OTHER DANG WEAPON,04A,13
2003-05,5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,26,10
2003-08,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,11,197
2003-07,4220,KIDNAPPING,AGGRAVATED,26,3
2003-06,2090,NARCOTICS,ALTER/FORGE PRESCRIPTION,18,2
2003-06,1240,DECEPTIVE PRACTICE,UNLAWFUL USE OF A COMPUTER,11,2
2003-09,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,08B,66
2003-11,2830,OTHER OFFENSE,OBSCENE TELEPHONE CALLS,17,48
2003-10,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,02,17
2003-10,0925,MOTOR VEHICLE THEFT,"ATT: TRUCK, BUS, MOTOR HOME",07,14
2003-11,2090,NARCOTICS,ALTER/FORGE PRESCRIPTION,18,6
2003-08,0488,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDGUN,04B,1
2004-03,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,14,92
2004-02,2820,OTHER OFFENSE,TELEPHONE THREAT,26,905
2003-12,0843,THEFT,ATTEMPT FINANCIAL IDENTITY THEFT,06,16
2003-12,2110,NARCOTICS,POS: HYPODERMIC NEEDLE,18,3
2004-01,1505,PROSTITUTION,CALL OPERATION,16,18
2004-03,2890,PUBLIC PEACE VIOLATION,OTHER VIOLATION,26,6
2004-05,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,05,75
2004-04,1020,ARSON,BY FIRE,09,41
2003-05,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,18,53
2003-06,0330,ROBBERY,AGGRAVATED,03,68
2003-07,1531,PROSTITUTION,JUVENILE PIMPING,16,1
2003-07,143C,WEAPONS VIOLATION,UNLAWFUL POSS AMMUNITION,15,3
2003-05,0483,BATTERY,AGG PRO.EMP: OTHER DANG WEAPON,04B,11
2003-05,0275,CRIM SEXUAL ASSAULT,ATTEMPT AGG: OTHER,02,2
2003-05,0475,BATTERY,OF UNBORN CHILD,08B,1
2003-11,0935,MOTOR VEHICLE THEFT,"THEFT/RECOVERY: TRUCK,BUS,MHOME",07,36
2003-11,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,26,242
2003-09,0580,STALKING,SIMPLE,08A,16
2003-08,1850,NARCOTICS,CANNABIS PLANT,18,2
2003-11,2016,NARCOTICS,MANU/DELIVER:PCP,18,2
2004-01,0330,ROBBERY,AGGRAVATED,03,51
2004-01,0334,ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,03,10
2003-12,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,02,20
2004-03,0498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,04B,20
2004-06,1340,CRIMINAL DAMAGE,TO STATE SUP PROP,14,61
2004-05,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,26,53
2004-04,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,11,61
2004-06,5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,26,20
2004-05,0550,ASSAULT,AGGRAVATED PO: HANDGUN,04A,2
2003-02,4220,KIDNAPPING,AGGRAVATED,26,1
2003-07,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,15,19
2003-08,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,15,247
2003-08,0485,BATTERY,AGGRAVATED OF A CHILD,04B,7
2003-08,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,15,7
2003-11,051A,ASSAULT,AGGRAVATED: HANDGUN,04A,262
2003-11,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),18,159
2003-10,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,04B,68
2003-11,0291,CRIM SEXUAL ASSAULT,ATTEMPT NON-AGGRAVATED,02,5
2004-02,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,26,169
2004-01,2026,NARCOTICS,POSS: PCP,18,23
2003-12,2830,OTHER OFFENSE,OBSCENE TELEPHONE CALLS,17,29
2004-03,143B,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,15,16
2004-02,1020,ARSON,BY FIRE,09,33
2004-01,0550,ASSAULT,AGGRAVATED PO: HANDGUN,04A,4
2004-04,0558,ASSAULT,AGG PRO.EMP: OTHER DANG WEAPON,04A,8
2004-06,0488,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDGUN,04B,3
2003-06,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,26,113
2003-05,0265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,02,30
2003-07,2029,NARCOTICS,POSS: HEROIN(BLACK TAR),18,1
2003-10,051A,ASSAULT,AGGRAVATED: HANDGUN,04A,293
2003-09,0917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",07,37
2003-10,2012,NARCOTICS,MANU/DELIVER:COCAINE,18,11
2003-09,3720,INTERFERENCE WITH PUBLIC OFFICER,REFUSING TO AID AN OFFICER,24,1
2003-08,0312,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,03,1
2004-03,5011,OTHER OFFENSE,LICENSE VIOLATION,26,39
2003-11,2210,LIQUOR LAW VIOLATION,SELL/GIVE/DEL LIQUOR TO MINOR,22,12
2004-01,2028,NARCOTICS,POSS: SYNTHETIC DRUGS,18,8
2004-03,0895,THEFT,FROM COIN-OP MACHINE/DEVICE,06,3
2004-07,0610,BURGLARY,FORCIBLE ENTRY,05,1605
2004-06,0920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,07,70
2004-04,2026,NARCOTICS,POSS: PCP,18,22
2004-03,1540,OBSCENITY,OBSCENE MATTER,17,1
2004-03,1651,GAMBLING,GAME/CARDS,19,4
2004-05,0263,CRIM SEXUAL ASSAULT,AGGRAVATED: KNIFE/CUT INSTR,02,7
2003-04,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,20,5
2003-07,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,26,119
2003-07,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,14,124
2003-07,2017,NARCOTICS,MANU/DELIVER:CRACK,18,199
2003-08,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,04B,209
2003-08,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,26,202
2003-06,1195,DECEPTIVE PRACTICE,FINAN EXPLOIT-ELDERLY/DISABLED,11,11
2003-05,2110,NARCOTICS,POS: HYPODERMIC NEEDLE,18,14
2003-08,4388,OTHER OFFENSE,VIO BAIL BOND: DOM VIOLENCE,26,5
2003-11,0554,ASSAULT,AGG PO HANDS NO/MIN INJURY,08A,27
2003-10,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,17,42
2003-09,4210,KIDNAPPING,KIDNAPPING,26,6
2003-08,2010,NARCOTICS,MANU/DELIVER:AMPHETAMINES,18,1
2003-09,0275,CRIM SEXUAL ASSAULT,ATTEMPT AGG: OTHER,02,1
2003-12,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,11,232
2001-12,0843,THEFT,ATTEMPT FINANCIAL IDENTITY THEFT,06,1
2004-01,1170,DECEPTIVE PRACTICE,IMPERSONATION,11,5
2003-12,0555,ASSAULT,AGG PRO.EMP: HANDGUN,04A,3
2003-11,1850,NARCOTICS,CANNABIS PLANT,18,1
2004-01,1185,DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,11,2
2004-06,0482,BATTERY,AGG PRO.EMP:KNIFE/CUTTING INST,04B,1
2004-05,1850,NARCOTICS,CANNABIS PLANT,18,2
2004-05,0262,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER FIREARM,02,1
2004-06,1530,PROSTITUTION,PIMPING,16,2
2003-08,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,20,9
2003-10,0486,BATTERY,DOMESTIC BATTERY SIMPLE,08B,3215
2003-09,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,26,96
2003-11,1755,OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,26,4
2003-09,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,02,3
2004-01,1460,WEAPONS VIOLATION,POSS FIREARM/AMMO:NO FOID CARD,15,16
2004-02,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,08B,60
2004-03,2860,PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,24,14
2004-03,1505,PROSTITUTION,CALL OPERATION,16,25
2004-05,0920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,07,66
2004-06,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,26,8
2004-05,501A,OTHER OFFENSE,ANIMAL ABUSE/NEGLECT,26,24
2004-04,1255,DECEPTIVE PRACTICE,UNIDENTIFIABLE RECORDING SOUND,11,3
2002-12,142A,WEAPONS VIOLATION,UNLAWFUL SALE HANDGUN,15,1
2003-04,0552,ASSAULT,AGGRAVATED PO:KNIFE/CUT INSTR,04A,2
2003-04,1590,SEX OFFENSE,ATT AGG CRIMINAL SEXUAL ABUSE,17,1
2003-06,1365,CRIMINAL TRESPASS,TO RESIDENCE,26,165
2003-06,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,04A,181
2003-05,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,08B,98
2003-07,0880,THEFT,PURSE-SNATCHING,06,119
